ANO ;C�digo da Unidade da Federa��o;Nome da Unidade da Federa��o;C�digo do Munic�pio;Munic�pio                     ;Esperan�a de vida ao nascer;Mortalidade infantil
1991;31                            ;Minas Gerais                ;315330             ;Presidente Kubitschek         ;64,98                      ;41,70
1991;31                            ;Minas Gerais                ;315340             ;Presidente Oleg�rio           ;64,76                      ;39,16
1991;31                            ;Minas Gerais                ;315350             ;Alto Jequitib�                ;65,67                      ;36,29
1991;31                            ;Minas Gerais                ;315360             ;Prudente de Morais            ;68,06                      ;29,33
1991;31                            ;Minas Gerais                ;315370             ;Quartel Geral                 ;65,01                      ;38,37
1991;31                            ;Minas Gerais                ;315380             ;Queluzito                     ;65,24                      ;37,62
1991;31                            ;Minas Gerais                ;315390             ;Raposos                       ;68,54                      ;28,75
1991;31                            ;Minas Gerais                ;315400             ;Raul Soares                   ;67,76                      ;30,15
1991;31                            ;Minas Gerais                ;315410             ;Recreio                       ;67,37                      ;31,26
1991;31                            ;Minas Gerais                ;315415             ;Reduto                        ;63,96                      ;41,78
1991;31                            ;Minas Gerais                ;315420             ;Resende Costa                 ;64,42                      ;40,27
1991;31                            ;Minas Gerais                ;315430             ;Resplendor                    ;67,57                      ;30,70
1991;31                            ;Minas Gerais                ;315440             ;Ressaquinha                   ;64,56                      ;39,80
1991;31                            ;Minas Gerais                ;315445             ;Riachinho                     ;66,67                      ;33,27
1991;31                            ;Minas Gerais                ;315450             ;Riacho dos Machados           ;62,29                      ;47,59
1991;31                            ;Minas Gerais                ;315460             ;Ribeir�o das Neves            ;65,64                      ;36,38
1991;31                            ;Minas Gerais                ;315470             ;Ribeir�o Vermelho             ;66,17                      ;34,76
1991;31                            ;Minas Gerais                ;315480             ;Rio Acima                     ;66,12                      ;34,92
1991;31                            ;Minas Gerais                ;315490             ;Rio Casca                     ;64,39                      ;41,16
1991;31                            ;Minas Gerais                ;315500             ;Rio Doce                      ;61,9                       ;54,07
1991;31                            ;Minas Gerais                ;315510             ;Rio do Prado                  ;61,36                      ;51,02
1991;31                            ;Minas Gerais                ;315520             ;Rio Espera                    ;65,28                      ;42,12
1991;31                            ;Minas Gerais                ;315530             ;Rio Manso                     ;65,38                      ;37,19
1991;31                            ;Minas Gerais                ;315540             ;Rio Novo                      ;68,6                       ;27,87
1991;31                            ;Minas Gerais                ;315550             ;Rio Parana�ba                 ;69,16                      ;26,39
1991;31                            ;Minas Gerais                ;315560             ;Rio Pardo de Minas            ;61,22                      ;51,55
1991;31                            ;Minas Gerais                ;315570             ;Rio Piracicaba                ;64,18                      ;41,05
1991;31                            ;Minas Gerais                ;315580             ;Rio Pomba                     ;68,97                      ;26,87
1991;31                            ;Minas Gerais                ;315590             ;Rio Preto                     ;68,6                       ;27,87
1991;31                            ;Minas Gerais                ;315600             ;Rio Vermelho                  ;62,28                      ;50,32
1991;31                            ;Minas Gerais                ;315610             ;Rit�polis                     ;61,74                      ;49,60
1991;31                            ;Minas Gerais                ;315620             ;Rochedo de Minas              ;68,06                      ;32,52
1991;31                            ;Minas Gerais                ;315630             ;Rodeiro                       ;67,53                      ;30,79
1991;31                            ;Minas Gerais                ;315640             ;Romaria                       ;66,13                      ;34,87
1991;31                            ;Minas Gerais                ;315645             ;Ros�rio da Limeira            ;66,83                      ;32,81
1991;31                            ;Minas Gerais                ;315650             ;Rubelita                      ;63,26                      ;44,17
1991;31                            ;Minas Gerais                ;315660             ;Rubim                         ;61,36                      ;51,02
1991;31                            ;Minas Gerais                ;315670             ;Sabar�                        ;66,17                      ;34,76
1991;31                            ;Minas Gerais                ;315680             ;Sabin�polis                   ;66,83                      ;32,81
1991;31                            ;Minas Gerais                ;315690             ;Sacramento                    ;68,61                      ;27,82
1991;31                            ;Minas Gerais                ;315700             ;Salinas                       ;65,44                      ;37,00
1991;31                            ;Minas Gerais                ;315710             ;Salto da Divisa               ;64,53                      ;39,90
1991;31                            ;Minas Gerais                ;315720             ;Santa B�rbara                 ;65,71                      ;36,17
1991;31                            ;Minas Gerais                ;315725             ;Santa B�rbara do Leste        ;64,84                      ;38,89
1991;31                            ;Minas Gerais                ;315727             ;Santa B�rbara do Monte Verde  ;64,87                      ;38,81
1991;31                            ;Minas Gerais                ;315730             ;Santa B�rbara do Tug�rio      ;61,21                      ;51,56
1991;31                            ;Minas Gerais                ;315733             ;Santa Cruz de Minas           ;65,71                      ;36,17
1991;31                            ;Minas Gerais                ;315737             ;Santa Cruz de Salinas         ;58,79                      ;61,23
1991;31                            ;Minas Gerais                ;315740             ;Santa Cruz do Escalvado       ;62,81                      ;45,72
1991;31                            ;Minas Gerais                ;315750             ;Santa Efig�nia de Minas       ;63,27                      ;44,14
1991;31                            ;Minas Gerais                ;315760             ;Santa F� de Minas             ;62,29                      ;47,59
1991;31                            ;Minas Gerais                ;315765             ;Santa Helena de Minas         ;60,21                      ;56,15
1991;31                            ;Minas Gerais                ;315770             ;Santa Juliana                 ;70,55                      ;22,88
1991;31                            ;Minas Gerais                ;315780             ;Santa Luzia                   ;66,12                      ;34,92
1991;31                            ;Minas Gerais                ;315790             ;Santa Margarida               ;60,74                      ;53,35
1991;31                            ;Minas Gerais                ;315800             ;Santa Maria de Itabira        ;64,56                      ;39,80
1991;31                            ;Minas Gerais                ;315810             ;Santa Maria do Salto          ;61,36                      ;52,47
1991;31                            ;Minas Gerais                ;315820             ;Santa Maria do Sua�u�         ;63,15                      ;44,53
1991;31                            ;Minas Gerais                ;315830             ;Santana da Vargem             ;65,52                      ;36,74
1991;31                            ;Minas Gerais                ;315840             ;Santana de Cataguases         ;65,76                      ;36,00
1991;31                            ;Minas Gerais                ;315850             ;Santana de Pirapama           ;64,59                      ;39,72
1991;31                            ;Minas Gerais                ;315860             ;Santana do Deserto            ;68,05                      ;29,36
1991;31                            ;Minas Gerais                ;315870             ;Santana do Garamb�u           ;64,56                      ;41,16
1991;31                            ;Minas Gerais                ;315880             ;Santana do Jacar�             ;65,67                      ;36,27
1991;31                            ;Minas Gerais                ;315890             ;Santana do Manhua�u           ;61,59                      ;50,16
1991;31                            ;Minas Gerais                ;315895             ;Santana do Para�so            ;65,65                      ;36,33
1991;31                            ;Minas Gerais                ;315900             ;Santana do Riacho             ;64,42                      ;40,27
1991;31                            ;Minas Gerais                ;315910             ;Santana dos Montes            ;64,11                      ;41,28
1991;31                            ;Minas Gerais                ;315920             ;Santa Rita de Caldas          ;67,56                      ;30,70
1991;31                            ;Minas Gerais                ;315930             ;Santa Rita de Jacutinga       ;68,05                      ;29,36
1991;31                            ;Minas Gerais                ;315935             ;Santa Rita de Minas           ;61,77                      ;49,49
1991;31                            ;Minas Gerais                ;315940             ;Santa Rita de Ibitipoca       ;66,69                      ;33,21
1991;31                            ;Minas Gerais                ;315950             ;Santa Rita do Itueto          ;63,92                      ;41,90
1991;31                            ;Minas Gerais                ;315960             ;Santa Rita do Sapuca�         ;68,25                      ;28,82
1991;31                            ;Minas Gerais                ;315970             ;Santa Rosa da Serra           ;66,86                      ;32,71
1991;31                            ;Minas Gerais                ;315980             ;Santa Vit�ria                 ;68,46                      ;28,23
1991;31                            ;Minas Gerais                ;315990             ;Santo Ant�nio do Amparo       ;65,31                      ;37,42
1991;31                            ;Minas Gerais                ;316000             ;Santo Ant�nio do Aventureiro  ;64,87                      ;38,81
1991;31                            ;Minas Gerais                ;316010             ;Santo Ant�nio do Grama        ;64,61                      ;41,28
1991;31                            ;Minas Gerais                ;316020             ;Santo Ant�nio do Itamb�       ;63,21                      ;44,33
1991;31                            ;Minas Gerais                ;316030             ;Santo Ant�nio do Jacinto      ;60,21                      ;56,15
1991;31                            ;Minas Gerais                ;316040             ;Santo Ant�nio do Monte        ;68,85                      ;27,20
1991;31                            ;Minas Gerais                ;316045             ;Santo Ant�nio do Retiro       ;60,31                      ;55,03
1991;31                            ;Minas Gerais                ;316050             ;Santo Ant�nio do Rio Abaixo   ;63,53                      ;43,24
1991;31                            ;Minas Gerais                ;316060             ;Santo Hip�lito                ;63,98                      ;41,73
1991;31                            ;Minas Gerais                ;316070             ;Santos Dumont                 ;67,31                      ;31,41
1991;31                            ;Minas Gerais                ;316080             ;S�o Bento Abade               ;63,79                      ;42,36
1991;31                            ;Minas Gerais                ;316090             ;S�o Br�s do Sua�u�            ;65,27                      ;37,53
1991;31                            ;Minas Gerais                ;316095             ;S�o Domingos das Dores        ;66,68                      ;33,25
1991;31                            ;Minas Gerais                ;316100             ;S�o Domingos do Prata         ;65,73                      ;36,09
1991;31                            ;Minas Gerais                ;316105             ;S�o F�lix de Minas            ;62,07                      ;48,39
1991;31                            ;Minas Gerais                ;316110             ;S�o Francisco                 ;65,38                      ;37,19
1991;31                            ;Minas Gerais                ;316120             ;S�o Francisco de Paula        ;65,33                      ;37,36
1991;31                            ;Minas Gerais                ;316130             ;S�o Francisco de Sales        ;69,64                      ;25,14
1991;31                            ;Minas Gerais                ;316140             ;S�o Francisco do Gl�ria       ;63,49                      ;43,36
1991;31                            ;Minas Gerais                ;316150             ;S�o Geraldo                   ;67,88                      ;29,82
1991;31                            ;Minas Gerais                ;316160             ;S�o Geraldo da Piedade        ;63,14                      ;44,56
1991;31                            ;Minas Gerais                ;316165             ;S�o Geraldo do Baixio         ;66,83                      ;32,82
1991;31                            ;Minas Gerais                ;316170             ;S�o Gon�alo do Abaet�         ;64,55                      ;39,85
1991;31                            ;Minas Gerais                ;316180             ;S�o Gon�alo do Par�           ;64,81                      ;39,02
1991;31                            ;Minas Gerais                ;316190             ;S�o Gon�alo do Rio Abaixo     ;61,16                      ;51,76
1991;31                            ;Minas Gerais                ;316200             ;S�o Gon�alo do Sapuca�        ;69,42                      ;25,72
1991;31                            ;Minas Gerais                ;316210             ;S�o Gotardo                   ;67,59                      ;30,63
1991;31                            ;Minas Gerais                ;316220             ;S�o Jo�o Batista do Gl�ria    ;68,22                      ;28,88
1991;31                            ;Minas Gerais                ;316225             ;S�o Jo�o da Lagoa             ;64,13                      ;41,22
1991;31                            ;Minas Gerais                ;316230             ;S�o Jo�o da Mata              ;69,59                      ;25,26
1991;31                            ;Minas Gerais                ;316240             ;S�o Jo�o da Ponte             ;64,1                       ;41,32
1991;31                            ;Minas Gerais                ;316245             ;S�o Jo�o das Miss�es          ;65,9                       ;35,57
1991;31                            ;Minas Gerais                ;316250             ;S�o Jo�o del Rei              ;69,63                      ;26,96
1991;31                            ;Minas Gerais                ;316255             ;S�o Jo�o do Manhua�u          ;64,59                      ;39,72
1991;31                            ;Minas Gerais                ;316257             ;S�o Jo�o do Manteninha        ;62,07                      ;48,39
1991;31                            ;Minas Gerais                ;316260             ;S�o Jo�o do Oriente           ;62,79                      ;45,81
1991;31                            ;Minas Gerais                ;316265             ;S�o Jo�o do Pacu�             ;63,36                      ;43,82
1991;31                            ;Minas Gerais                ;316270             ;S�o Jo�o do Para�so           ;65,44                      ;37,00
1991;31                            ;Minas Gerais                ;316280             ;S�o Jo�o Evangelista          ;61,35                      ;51,03
1991;31                            ;Minas Gerais                ;316290             ;S�o Jo�o Nepomuceno           ;66,13                      ;34,87
1991;31                            ;Minas Gerais                ;316292             ;S�o Joaquim de Bicas          ;64,14                      ;41,20
1991;31                            ;Minas Gerais                ;316294             ;S�o Jos� da Barra             ;69,63                      ;26,96
1991;31                            ;Minas Gerais                ;316295             ;S�o Jos� da Lapa              ;66,26                      ;34,50
1991;31                            ;Minas Gerais                ;316300             ;S�o Jos� da Safira            ;60,29                      ;55,12
1991;31                            ;Minas Gerais                ;316310             ;S�o Jos� da Varginha          ;69,4                       ;25,75
1991;31                            ;Minas Gerais                ;316320             ;S�o Jos� do Alegre            ;66,85                      ;32,74
1991;31                            ;Minas Gerais                ;316330             ;S�o Jos� do Divino            ;63,09                      ;44,74
1991;31                            ;Minas Gerais                ;316340             ;S�o Jos� do Goiabal           ;63,63                      ;42,90
1991;31                            ;Minas Gerais                ;316350             ;S�o Jos� do Jacuri            ;62,11                      ;48,23
1991;31                            ;Minas Gerais                ;316360             ;S�o Jos� do Mantimento        ;65,67                      ;36,29
1991;31                            ;Minas Gerais                ;316370             ;S�o Louren�o                  ;69,27                      ;26,09
1991;31                            ;Minas Gerais                ;316380             ;S�o Miguel do Anta            ;64,87                      ;38,81
1991;31                            ;Minas Gerais                ;316390             ;S�o Pedro da Uni�o            ;66,04                      ;35,16
1991;31                            ;Minas Gerais                ;316400             ;S�o Pedro dos Ferros          ;61,54                      ;50,34
1991;31                            ;Minas Gerais                ;316410             ;S�o Pedro do Sua�u�           ;62,48                      ;46,90
1991;31                            ;Minas Gerais                ;316420             ;S�o Rom�o                     ;60,31                      ;55,03
1991;31                            ;Minas Gerais                ;316430             ;S�o Roque de Minas            ;67,18                      ;31,80
1991;31                            ;Minas Gerais                ;316440             ;S�o Sebasti�o da Bela Vista   ;66,64                      ;33,35
1991;31                            ;Minas Gerais                ;316443             ;S�o Sebasti�o da Vargem Alegre;63,15                      ;44,53
1991;31                            ;Minas Gerais                ;316447             ;S�o Sebasti�o do Anta         ;61,77                      ;49,49
1991;31                            ;Minas Gerais                ;316450             ;S�o Sebasti�o do Maranh�o     ;62,07                      ;48,39
1991;31                            ;Minas Gerais                ;316460             ;S�o Sebasti�o do Oeste        ;66,87                      ;32,68
1991;31                            ;Minas Gerais                ;316470             ;S�o Sebasti�o do Para�so      ;68,84                      ;27,22
1991;31                            ;Minas Gerais                ;316480             ;S�o Sebasti�o do Rio Preto    ;64,27                      ;40,76
1991;31                            ;Minas Gerais                ;316490             ;S�o Sebasti�o do Rio Verde    ;68,14                      ;29,10
1991;31                            ;Minas Gerais                ;316500             ;S�o Tiago                     ;65,94                      ;35,45
1991;31                            ;Minas Gerais                ;316510             ;S�o Tom�s de Aquino           ;68,84                      ;27,22
1991;31                            ;Minas Gerais                ;316520             ;S�o Thom� das Letras          ;64,81                      ;38,99
1991;31                            ;Minas Gerais                ;316530             ;S�o Vicente de Minas          ;68,04                      ;29,37
1991;31                            ;Minas Gerais                ;316540             ;Sapuca�-Mirim                 ;68,28                      ;30,67
1991;31                            ;Minas Gerais                ;316550             ;Sardo�                        ;66,56                      ;33,60
1991;31                            ;Minas Gerais                ;316553             ;Sarzedo                       ;68,56                      ;28,75
1991;31                            ;Minas Gerais                ;316555             ;Setubinha                     ;58,79                      ;61,23
1991;31                            ;Minas Gerais                ;316556             ;Sem-Peixe                     ;62,06                      ;48,43
1991;31                            ;Minas Gerais                ;316557             ;Senador Amaral                ;67,23                      ;31,66
1991;31                            ;Minas Gerais                ;316560             ;Senador Cortes                ;66,69                      ;33,21
1991;31                            ;Minas Gerais                ;316570             ;Senador Firmino               ;67,88                      ;29,82
1991;31                            ;Minas Gerais                ;316580             ;Senador Jos� Bento            ;67,84                      ;29,92
1991;31                            ;Minas Gerais                ;316590             ;Senador Modestino Gon�alves   ;61,9                       ;56,15
1991;31                            ;Minas Gerais                ;316600             ;Senhora de Oliveira           ;62,06                      ;48,43
1991;31                            ;Minas Gerais                ;316610             ;Senhora do Porto              ;60,77                      ;53,26
1991;31                            ;Minas Gerais                ;316620             ;Senhora dos Rem�dios          ;66,36                      ;34,20
1991;31                            ;Minas Gerais                ;316630             ;Sericita                      ;60,27                      ;55,19
1991;31                            ;Minas Gerais                ;316640             ;Seritinga                     ;64,53                      ;39,90
1991;31                            ;Minas Gerais                ;316650             ;Serra Azul de Minas           ;64,17                      ;41,08
1991;31                            ;Minas Gerais                ;316660             ;Serra da Saudade              ;65,67                      ;36,27
1991;31                            ;Minas Gerais                ;316670             ;Serra dos Aimor�s             ;62,48                      ;46,90
1991;31                            ;Minas Gerais                ;316680             ;Serra do Salitre              ;68,36                      ;28,51
1991;31                            ;Minas Gerais                ;316690             ;Serrania                      ;65,42                      ;37,08
1991;31                            ;Minas Gerais                ;316695             ;Serran�polis de Minas         ;62,66                      ;46,25
1991;31                            ;Minas Gerais                ;316700             ;Serranos                      ;64,53                      ;39,90
1991;31                            ;Minas Gerais                ;316710             ;Serro                         ;64,42                      ;45,08
1991;31                            ;Minas Gerais                ;316720             ;Sete Lagoas                   ;68,04                      ;29,37
1991;31                            ;Minas Gerais                ;316730             ;Silveir�nia                   ;64,87                      ;38,81
1991;31                            ;Minas Gerais                ;316740             ;Silvian�polis                 ;68,25                      ;28,82
1991;31                            ;Minas Gerais                ;316750             ;Sim�o Pereira                 ;68,05                      ;29,36
1991;31                            ;Minas Gerais                ;316760             ;Simon�sia                     ;64,32                      ;40,59
1991;31                            ;Minas Gerais                ;316770             ;Sobr�lia                      ;63,29                      ;44,07
1991;31                            ;Minas Gerais                ;316780             ;Soledade de Minas             ;68,25                      ;28,82
1991;31                            ;Minas Gerais                ;316790             ;Tabuleiro                     ;67,88                      ;29,82
1991;31                            ;Minas Gerais                ;316800             ;Taiobeiras                    ;66,29                      ;34,41
1991;31                            ;Minas Gerais                ;316805             ;Taparuba                      ;63,92                      ;41,90
1991;31                            ;Minas Gerais                ;316810             ;Tapira                        ;70,07                      ;24,08
1991;31                            ;Minas Gerais                ;316820             ;Tapira�                       ;67,18                      ;31,80
1991;31                            ;Minas Gerais                ;316830             ;Taquara�u de Minas            ;66,61                      ;33,45
1991;31                            ;Minas Gerais                ;316840             ;Tarumirim                     ;66,68                      ;34,02
1991;31                            ;Minas Gerais                ;316850             ;Teixeiras                     ;62,06                      ;48,43
1991;31                            ;Minas Gerais                ;316860             ;Te�filo Otoni                 ;65,38                      ;37,19
1991;31                            ;Minas Gerais                ;316870             ;Tim�teo                       ;70,55                      ;22,88
1991;31                            ;Minas Gerais                ;316880             ;Tiradentes                    ;68                         ;29,50
1991;31                            ;Minas Gerais                ;316890             ;Tiros                         ;67,68                      ;30,38
1991;31                            ;Minas Gerais                ;316900             ;Tocantins                     ;66,39                      ;34,10
1991;31                            ;Minas Gerais                ;316905             ;Tocos do Moji                 ;68,02                      ;33,96
1991;31                            ;Minas Gerais                ;316910             ;Toledo                        ;68,49                      ;28,16
1991;31                            ;Minas Gerais                ;316920             ;Tombos                        ;68,06                      ;29,33
1991;31                            ;Minas Gerais                ;316930             ;Tr�s Cora��es                 ;67,37                      ;31,24
1991;31                            ;Minas Gerais                ;316935             ;Tr�s Marias                   ;68,06                      ;29,33
1991;31                            ;Minas Gerais                ;316940             ;Tr�s Pontas                   ;67,53                      ;30,80
1991;31                            ;Minas Gerais                ;316950             ;Tumiritinga                   ;65,57                      ;36,59
1991;31                            ;Minas Gerais                ;316960             ;Tupaciguara                   ;68,64                      ;27,76
1991;31                            ;Minas Gerais                ;316970             ;Turmalina                     ;64,59                      ;39,72
1991;31                            ;Minas Gerais                ;316980             ;Turvol�ndia                   ;69,59                      ;25,26
1991;31                            ;Minas Gerais                ;316990             ;Ub�                           ;68,97                      ;26,87
1991;31                            ;Minas Gerais                ;317000             ;Uba�                          ;62,27                      ;47,65
1991;31                            ;Minas Gerais                ;317005             ;Ubaporanga                    ;66,68                      ;33,25
1991;31                            ;Minas Gerais                ;317010             ;Uberaba                       ;68,97                      ;26,87
1991;31                            ;Minas Gerais                ;317020             ;Uberl�ndia                    ;70,45                      ;23,13
1991;31                            ;Minas Gerais                ;317030             ;Umburatiba                    ;61,36                      ;51,02
1991;31                            ;Minas Gerais                ;317040             ;Una�                          ;69,63                      ;26,96
1991;31                            ;Minas Gerais                ;317043             ;Uni�o de Minas                ;64,81                      ;39,02
1991;31                            ;Minas Gerais                ;317047             ;Uruana de Minas               ;65,13                      ;37,97
1991;31                            ;Minas Gerais                ;317050             ;Uruc�nia                      ;63,15                      ;44,53
1991;31                            ;Minas Gerais                ;317052             ;Urucuia                       ;65,9                       ;35,57
1991;31                            ;Minas Gerais                ;317057             ;Vargem Alegre                 ;66,68                      ;33,25
1991;31                            ;Minas Gerais                ;317060             ;Vargem Bonita                 ;66,39                      ;34,11
1991;31                            ;Minas Gerais                ;317065             ;Vargem Grande do Rio Pardo    ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;317070             ;Varginha                      ;70,14                      ;23,89
1991;31                            ;Minas Gerais                ;317075             ;Varj�o de Minas               ;65,78                      ;35,94
1991;31                            ;Minas Gerais                ;317080             ;V�rzea da Palma               ;62,87                      ;45,51
1991;31                            ;Minas Gerais                ;317090             ;Varzel�ndia                   ;64,1                       ;41,32
1991;31                            ;Minas Gerais                ;317100             ;Vazante                       ;66,13                      ;34,87
1991;31                            ;Minas Gerais                ;317103             ;Verdel�ndia                   ;62,27                      ;47,65
1991;31                            ;Minas Gerais                ;317107             ;Veredinha                     ;64,98                      ;41,70
1991;31                            ;Minas Gerais                ;317110             ;Ver�ssimo                     ;70,55                      ;22,88
1991;31                            ;Minas Gerais                ;317115             ;Vermelho Novo                 ;62,95                      ;45,24
1991;31                            ;Minas Gerais                ;317120             ;Vespasiano                    ;65,16                      ;37,90
1991;31                            ;Minas Gerais                ;317130             ;Vi�osa                        ;67,59                      ;31,73
1991;31                            ;Minas Gerais                ;317140             ;Vieiras                       ;64,1                       ;41,32
1991;31                            ;Minas Gerais                ;317150             ;Mathias Lobato                ;65,73                      ;36,09
1991;31                            ;Minas Gerais                ;317160             ;Virgem da Lapa                ;63,28                      ;44,08
1991;31                            ;Minas Gerais                ;317170             ;Virg�nia                      ;67                         ;32,32
1991;31                            ;Minas Gerais                ;317180             ;Virgin�polis                  ;62,79                      ;45,81
1991;31                            ;Minas Gerais                ;317190             ;Virgol�ndia                   ;63,14                      ;44,56
1991;31                            ;Minas Gerais                ;317200             ;Visconde do Rio Branco        ;66,13                      ;34,87
1991;31                            ;Minas Gerais                ;317210             ;Volta Grande                  ;67,37                      ;33,48
1991;31                            ;Minas Gerais                ;317220             ;Wenceslau Braz                ;66,42                      ;34,00
