ANO ;C�digo da Unidade da Federa��o;Nome da Unidade da Federa��o;C�digo do Munic�pio;Munic�pio                     ;Esperan�a de vida ao nascer;Mortalidade infantil
1991;31                            ;Minas Gerais                ;312733             ;Gameleiras                    ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;312735             ;Glaucil�ndia                  ;64,13                      ;41,22
1991;31                            ;Minas Gerais                ;312737             ;Goiabeira                     ;60,53                      ;54,17
1991;31                            ;Minas Gerais                ;312738             ;Goian�                        ;65,01                      ;38,37
1991;31                            ;Minas Gerais                ;312740             ;Gon�alves                     ;68,04                      ;29,37
1991;31                            ;Minas Gerais                ;312750             ;Gonzaga                       ;61,35                      ;51,03
1991;31                            ;Minas Gerais                ;312760             ;Gouveia                       ;66,17                      ;34,76
1991;31                            ;Minas Gerais                ;312770             ;Governador Valadares          ;67,03                      ;34,77
1991;31                            ;Minas Gerais                ;312780             ;Gr�o Mogol                    ;67,97                      ;29,57
1991;31                            ;Minas Gerais                ;312790             ;Grupiara                      ;68,67                      ;27,69
1991;31                            ;Minas Gerais                ;312800             ;Guanh�es                      ;64,39                      ;41,16
1991;31                            ;Minas Gerais                ;312810             ;Guap�                         ;68,03                      ;29,40
1991;31                            ;Minas Gerais                ;312820             ;Guaraciaba                    ;62                         ;48,64
1991;31                            ;Minas Gerais                ;312825             ;Guaraciama                    ;66,29                      ;34,41
1991;31                            ;Minas Gerais                ;312830             ;Guaran�sia                    ;68,97                      ;26,88
1991;31                            ;Minas Gerais                ;312840             ;Guarani                       ;67,88                      ;29,82
1991;31                            ;Minas Gerais                ;312850             ;Guarar�                       ;64,84                      ;38,90
1991;31                            ;Minas Gerais                ;312860             ;Guarda-Mor                    ;65,78                      ;38,26
1991;31                            ;Minas Gerais                ;312870             ;Guaxup�                       ;70,49                      ;23,03
1991;31                            ;Minas Gerais                ;312880             ;Guidoval                      ;64,87                      ;38,81
1991;31                            ;Minas Gerais                ;312890             ;Guimar�nia                    ;69,61                      ;25,23
1991;31                            ;Minas Gerais                ;312900             ;Guiricema                     ;67,84                      ;29,92
1991;31                            ;Minas Gerais                ;312910             ;Gurinhat�                     ;68,73                      ;27,51
1991;31                            ;Minas Gerais                ;312920             ;Heliodora                     ;66,85                      ;32,74
1991;31                            ;Minas Gerais                ;312930             ;Iapu                          ;67,72                      ;30,27
1991;31                            ;Minas Gerais                ;312940             ;Ibertioga                     ;67,48                      ;30,94
1991;31                            ;Minas Gerais                ;312950             ;Ibi�                          ;68,23                      ;28,85
1991;31                            ;Minas Gerais                ;312960             ;Ibia�                         ;66,67                      ;33,27
1991;31                            ;Minas Gerais                ;312965             ;Ibiracatu                     ;62,27                      ;47,65
1991;31                            ;Minas Gerais                ;312970             ;Ibiraci                       ;67,38                      ;31,23
1991;31                            ;Minas Gerais                ;312980             ;Ibirit�                       ;65,53                      ;36,73
1991;31                            ;Minas Gerais                ;312990             ;Ibiti�ra de Minas             ;68,84                      ;27,22
1991;31                            ;Minas Gerais                ;313000             ;Ibituruna                     ;65,79                      ;35,91
1991;31                            ;Minas Gerais                ;313005             ;Icara� de Minas               ;65,9                       ;35,57
1991;31                            ;Minas Gerais                ;313010             ;Igarap�                       ;68,28                      ;30,67
1991;31                            ;Minas Gerais                ;313020             ;Igaratinga                    ;66,87                      ;32,68
1991;31                            ;Minas Gerais                ;313030             ;Iguatama                      ;66,39                      ;34,11
1991;31                            ;Minas Gerais                ;313040             ;Ijaci                         ;67,53                      ;30,80
1991;31                            ;Minas Gerais                ;313050             ;Ilic�nea                      ;67,84                      ;29,92
1991;31                            ;Minas Gerais                ;313055             ;Imb� de Minas                 ;61,94                      ;48,84
1991;31                            ;Minas Gerais                ;313060             ;Inconfidentes                 ;67,35                      ;31,31
1991;31                            ;Minas Gerais                ;313065             ;Indaiabira                    ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;313070             ;Indian�polis                  ;67,84                      ;29,94
1991;31                            ;Minas Gerais                ;313080             ;Inga�                         ;67,66                      ;30,44
1991;31                            ;Minas Gerais                ;313090             ;Inhapim                       ;67,72                      ;30,27
1991;31                            ;Minas Gerais                ;313100             ;Inha�ma                       ;64,81                      ;39,02
1991;31                            ;Minas Gerais                ;313110             ;Inimutaba                     ;62,08                      ;48,33
1991;31                            ;Minas Gerais                ;313115             ;Ipaba                         ;65,17                      ;37,85
1991;31                            ;Minas Gerais                ;313120             ;Ipanema                       ;64,81                      ;39,02
1991;31                            ;Minas Gerais                ;313130             ;Ipatinga                      ;67,37                      ;31,24
1991;31                            ;Minas Gerais                ;313140             ;Ipia�u                        ;68,46                      ;28,23
1991;31                            ;Minas Gerais                ;313150             ;Ipui�na                       ;68,06                      ;29,33
1991;31                            ;Minas Gerais                ;313160             ;Ira� de Minas                 ;66,12                      ;34,92
1991;31                            ;Minas Gerais                ;313170             ;Itabira                       ;67,72                      ;30,26
1991;31                            ;Minas Gerais                ;313180             ;Itabirinha                    ;64,81                      ;39,02
1991;31                            ;Minas Gerais                ;313190             ;Itabirito                     ;68,3                       ;28,67
1991;31                            ;Minas Gerais                ;313200             ;Itacambira                    ;65,46                      ;36,92
1991;31                            ;Minas Gerais                ;313210             ;Itacarambi                    ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;313220             ;Itaguara                      ;65,38                      ;37,19
1991;31                            ;Minas Gerais                ;313230             ;Itaip�                        ;64,08                      ;41,40
1991;31                            ;Minas Gerais                ;313240             ;Itajub�                       ;69,63                      ;26,96
1991;31                            ;Minas Gerais                ;313250             ;Itamarandiba                  ;61,81                      ;49,33
1991;31                            ;Minas Gerais                ;313260             ;Itamarati de Minas            ;67,37                      ;31,26
1991;31                            ;Minas Gerais                ;313270             ;Itambacuri                    ;61,13                      ;51,88
1991;31                            ;Minas Gerais                ;313280             ;Itamb� do Mato Dentro         ;65,54                      ;36,67
1991;31                            ;Minas Gerais                ;313290             ;Itamogi                       ;68,84                      ;27,22
1991;31                            ;Minas Gerais                ;313300             ;Itamonte                      ;69,19                      ;26,29
1991;31                            ;Minas Gerais                ;313310             ;Itanhandu                     ;66,66                      ;33,31
1991;31                            ;Minas Gerais                ;313320             ;Itanhomi                      ;64,12                      ;41,26
1991;31                            ;Minas Gerais                ;313330             ;Itaobim                       ;65,71                      ;36,15
1991;31                            ;Minas Gerais                ;313340             ;Itapagipe                     ;68,5                       ;28,14
1991;31                            ;Minas Gerais                ;313350             ;Itapecerica                   ;67,13                      ;31,92
1991;31                            ;Minas Gerais                ;313360             ;Itapeva                       ;69,63                      ;26,96
1991;31                            ;Minas Gerais                ;313370             ;Itatiaiu�u                    ;65,38                      ;37,19
1991;31                            ;Minas Gerais                ;313375             ;Ita� de Minas                 ;66,84                      ;32,79
1991;31                            ;Minas Gerais                ;313380             ;Ita�na                        ;70,14                      ;23,89
1991;31                            ;Minas Gerais                ;313390             ;Itaverava                     ;67,85                      ;29,92
1991;31                            ;Minas Gerais                ;313400             ;Itinga                        ;61,95                      ;48,82
1991;31                            ;Minas Gerais                ;313410             ;Itueta                        ;63,92                      ;41,90
1991;31                            ;Minas Gerais                ;313420             ;Ituiutaba                     ;70,3                       ;23,50
1991;31                            ;Minas Gerais                ;313430             ;Itumirim                      ;67,66                      ;30,44
1991;31                            ;Minas Gerais                ;313440             ;Iturama                       ;68,77                      ;27,40
1991;31                            ;Minas Gerais                ;313450             ;Itutinga                      ;66,84                      ;32,79
1991;31                            ;Minas Gerais                ;313460             ;Jaboticatubas                 ;65,38                      ;37,19
1991;31                            ;Minas Gerais                ;313470             ;Jacinto                       ;62,48                      ;46,90
1991;31                            ;Minas Gerais                ;313480             ;Jacu�                         ;66,3                       ;34,36
1991;31                            ;Minas Gerais                ;313490             ;Jacutinga                     ;70,87                      ;22,12
1991;31                            ;Minas Gerais                ;313500             ;Jaguara�u                     ;67,38                      ;31,22
1991;31                            ;Minas Gerais                ;313505             ;Ja�ba                         ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;313507             ;Jampruca                      ;59,5                       ;58,28
1991;31                            ;Minas Gerais                ;313510             ;Jana�ba                       ;66,02                      ;35,21
1991;31                            ;Minas Gerais                ;313520             ;Janu�ria                      ;64,1                       ;41,32
1991;31                            ;Minas Gerais                ;313530             ;Japara�ba                     ;64,18                      ;41,05
1991;31                            ;Minas Gerais                ;313535             ;Japonvar                      ;63,71                      ;42,63
1991;31                            ;Minas Gerais                ;313540             ;Jeceaba                       ;65,38                      ;37,19
1991;31                            ;Minas Gerais                ;313545             ;Jenipapo de Minas             ;60,1                       ;55,86
1991;31                            ;Minas Gerais                ;313550             ;Jequeri                       ;64,25                      ;41,28
1991;31                            ;Minas Gerais                ;313560             ;Jequita�                      ;66,67                      ;33,27
1991;31                            ;Minas Gerais                ;313570             ;Jequitib�                     ;67,41                      ;31,13
1991;31                            ;Minas Gerais                ;313580             ;Jequitinhonha                 ;65,92                      ;35,50
1991;31                            ;Minas Gerais                ;313590             ;Jesu�nia                      ;68,14                      ;29,10
1991;31                            ;Minas Gerais                ;313600             ;Joa�ma                        ;61,16                      ;51,76
1991;31                            ;Minas Gerais                ;313610             ;Joan�sia                      ;65,48                      ;36,86
1991;31                            ;Minas Gerais                ;313620             ;Jo�o Monlevade                ;68,31                      ;28,64
1991;31                            ;Minas Gerais                ;313630             ;Jo�o Pinheiro                 ;65,78                      ;35,94
1991;31                            ;Minas Gerais                ;313640             ;Joaquim Fel�cio               ;63,15                      ;44,53
1991;31                            ;Minas Gerais                ;313650             ;Jord�nia                      ;63,23                      ;47,68
1991;31                            ;Minas Gerais                ;313652             ;Jos� Gon�alves de Minas       ;61,32                      ;51,17
1991;31                            ;Minas Gerais                ;313655             ;Jos� Raydan                   ;61,35                      ;51,03
1991;31                            ;Minas Gerais                ;313657             ;Josen�polis                   ;64,08                      ;41,40
1991;31                            ;Minas Gerais                ;313660             ;Nova Uni�o                    ;63,78                      ;42,38
1991;31                            ;Minas Gerais                ;313665             ;Juatuba                       ;64,06                      ;41,44
1991;31                            ;Minas Gerais                ;313670             ;Juiz de Fora                  ;68                         ;29,50
1991;31                            ;Minas Gerais                ;313680             ;Juramento                     ;61,75                      ;49,55
1991;31                            ;Minas Gerais                ;313690             ;Juruaia                       ;69,47                      ;25,58
1991;31                            ;Minas Gerais                ;313695             ;Juven�lia                     ;60,31                      ;55,03
1991;31                            ;Minas Gerais                ;313700             ;Ladainha                      ;60,87                      ;52,85
1991;31                            ;Minas Gerais                ;313710             ;Lagamar                       ;65,78                      ;38,26
1991;31                            ;Minas Gerais                ;313720             ;Lagoa da Prata                ;65,52                      ;36,74
1991;31                            ;Minas Gerais                ;313730             ;Lagoa dos Patos               ;61,6                       ;50,10
1991;31                            ;Minas Gerais                ;313740             ;Lagoa Dourada                 ;67,9                       ;29,76
1991;31                            ;Minas Gerais                ;313750             ;Lagoa Formosa                 ;69,61                      ;25,23
1991;31                            ;Minas Gerais                ;313753             ;Lagoa Grande                  ;64,76                      ;39,16
1991;31                            ;Minas Gerais                ;313760             ;Lagoa Santa                   ;67,59                      ;31,73
1991;31                            ;Minas Gerais                ;313770             ;Lajinha                       ;65,65                      ;36,33
1991;31                            ;Minas Gerais                ;313780             ;Lambari                       ;68,14                      ;29,10
1991;31                            ;Minas Gerais                ;313790             ;Lamim                         ;63,56                      ;43,14
1991;31                            ;Minas Gerais                ;313800             ;Laranjal                      ;69,19                      ;26,29
1991;31                            ;Minas Gerais                ;313810             ;Lassance                      ;66,67                      ;33,81
1991;31                            ;Minas Gerais                ;313820             ;Lavras                        ;67,53                      ;30,80
1991;31                            ;Minas Gerais                ;313830             ;Leandro Ferreira              ;66,83                      ;35,54
1991;31                            ;Minas Gerais                ;313835             ;Leme do Prado                 ;64,95                      ;40,37
1991;31                            ;Minas Gerais                ;313840             ;Leopoldina                    ;67,37                      ;31,26
1991;31                            ;Minas Gerais                ;313850             ;Liberdade                     ;68,25                      ;28,82
1991;31                            ;Minas Gerais                ;313860             ;Lima Duarte                   ;68,05                      ;29,36
1991;31                            ;Minas Gerais                ;313862             ;Limeira do Oeste              ;67                         ;32,30
1991;31                            ;Minas Gerais                ;313865             ;Lontra                        ;64,07                      ;41,42
1991;31                            ;Minas Gerais                ;313867             ;Luisburgo                     ;62,25                      ;47,71
1991;31                            ;Minas Gerais                ;313868             ;Luisl�ndia                    ;64,1                       ;41,32
1991;31                            ;Minas Gerais                ;313870             ;Lumin�rias                    ;67,66                      ;30,44
1991;31                            ;Minas Gerais                ;313880             ;Luz                           ;67,63                      ;30,51
1991;31                            ;Minas Gerais                ;313890             ;Machacalis                    ;60,1                       ;55,86
1991;31                            ;Minas Gerais                ;313900             ;Machado                       ;67,59                      ;30,63
1991;31                            ;Minas Gerais                ;313910             ;Madre de Deus de Minas        ;64,56                      ;39,80
1991;31                            ;Minas Gerais                ;313920             ;Malacacheta                   ;62,77                      ;45,87
1991;31                            ;Minas Gerais                ;313925             ;Mamonas                       ;62,66                      ;46,25
1991;31                            ;Minas Gerais                ;313930             ;Manga                         ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;313940             ;Manhua�u                      ;67,38                      ;31,23
1991;31                            ;Minas Gerais                ;313950             ;Manhumirim                    ;65,67                      ;36,29
1991;31                            ;Minas Gerais                ;313960             ;Mantena                       ;65,17                      ;37,85
1991;31                            ;Minas Gerais                ;313970             ;Maravilhas                    ;66,06                      ;35,09
1991;31                            ;Minas Gerais                ;313980             ;Mar de Espanha                ;66,23                      ;34,59
1991;31                            ;Minas Gerais                ;313990             ;Maria da F�                   ;64,07                      ;41,42
1991;31                            ;Minas Gerais                ;314000             ;Mariana                       ;68,3                       ;28,67
1991;31                            ;Minas Gerais                ;314010             ;Marilac                       ;60,26                      ;55,23
1991;31                            ;Minas Gerais                ;314015             ;M�rio Campos                  ;64,42                      ;40,27
1991;31                            ;Minas Gerais                ;314020             ;Marip� de Minas               ;64,84                      ;38,90
1991;31                            ;Minas Gerais                ;314030             ;Marli�ria                     ;66,23                      ;34,59
1991;31                            ;Minas Gerais                ;314040             ;Marmel�polis                  ;64,07                      ;41,42
1991;31                            ;Minas Gerais                ;314050             ;Martinho Campos               ;67,12                      ;31,98
1991;31                            ;Minas Gerais                ;314053             ;Martins Soares                ;68,2                       ;29,96
1991;31                            ;Minas Gerais                ;314055             ;Mata Verde                    ;58,17                      ;63,87
1991;31                            ;Minas Gerais                ;314060             ;Materl�ndia                   ;60,29                      ;55,12
1991;31                            ;Minas Gerais                ;314070             ;Mateus Leme                   ;64,25                      ;40,84
1991;31                            ;Minas Gerais                ;314080             ;Matias Barbosa                ;67,6                       ;30,59
1991;31                            ;Minas Gerais                ;314085             ;Matias Cardoso                ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;314090             ;Matip�                        ;62,06                      ;48,43
1991;31                            ;Minas Gerais                ;314100             ;Mato Verde                    ;63,95                      ;41,82
1991;31                            ;Minas Gerais                ;314110             ;Matozinhos                    ;68,57                      ;27,95
1991;31                            ;Minas Gerais                ;314120             ;Matutina                      ;67,6                       ;30,59
1991;31                            ;Minas Gerais                ;314130             ;Medeiros                      ;68,61                      ;27,82
1991;31                            ;Minas Gerais                ;314140             ;Medina                        ;62,48                      ;46,90
1991;31                            ;Minas Gerais                ;314150             ;Mendes Pimentel               ;65,58                      ;36,56
1991;31                            ;Minas Gerais                ;314160             ;Merc�s                        ;64,87                      ;38,81
1991;31                            ;Minas Gerais                ;314170             ;Mesquita                      ;62,33                      ;47,45
1991;31                            ;Minas Gerais                ;314180             ;Minas Novas                   ;64,95                      ;38,54
1991;31                            ;Minas Gerais                ;314190             ;Minduri                       ;66,28                      ;34,44
1991;31                            ;Minas Gerais                ;314200             ;Mirabela                      ;64,08                      ;41,40
1991;31                            ;Minas Gerais                ;314210             ;Miradouro                     ;64,52                      ;39,93
1991;31                            ;Minas Gerais                ;314220             ;Mira�                         ;65,99                      ;35,29
1991;31                            ;Minas Gerais                ;314225             ;Mirav�nia                     ;65,9                       ;35,57
1991;31                            ;Minas Gerais                ;314230             ;Moeda                         ;65,38                      ;37,19
1991;31                            ;Minas Gerais                ;314240             ;Moema                         ;65,54                      ;36,69
1991;31                            ;Minas Gerais                ;314250             ;Monjolos                      ;62,08                      ;48,33
1991;31                            ;Minas Gerais                ;314260             ;Monsenhor Paulo               ;66,93                      ;32,52
1991;31                            ;Minas Gerais                ;314270             ;Montalv�nia                   ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;314280             ;Monte Alegre de Minas         ;67,84                      ;29,94
1991;31                            ;Minas Gerais                ;314290             ;Monte Azul                    ;62,82                      ;45,70
1991;31                            ;Minas Gerais                ;314300             ;Monte Belo                    ;64,26                      ;40,79
1991;31                            ;Minas Gerais                ;314310             ;Monte Carmelo                 ;68,59                      ;27,89
1991;31                            ;Minas Gerais                ;314315             ;Monte Formoso                 ;60,31                      ;55,03
1991;31                            ;Minas Gerais                ;314320             ;Monte Santo de Minas          ;66,86                      ;32,71
1991;31                            ;Minas Gerais                ;314330             ;Montes Claros                 ;69,43                      ;25,68
1991;31                            ;Minas Gerais                ;314340             ;Monte Si�o                    ;69,83                      ;25,32
1991;31                            ;Minas Gerais                ;314345             ;Montezuma                     ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;314350             ;Morada Nova de Minas          ;68,04                      ;29,37
1991;31                            ;Minas Gerais                ;314360             ;Morro da Gar�a                ;61,16                      ;51,76
1991;31                            ;Minas Gerais                ;314370             ;Morro do Pilar                ;62,74                      ;45,97
1991;31                            ;Minas Gerais                ;314380             ;Munhoz                        ;68,02                      ;33,96
1991;31                            ;Minas Gerais                ;314390             ;Muria�                        ;68,73                      ;27,52
1991;31                            ;Minas Gerais                ;314400             ;Mutum                         ;63,92                      ;41,90
1991;31                            ;Minas Gerais                ;314410             ;Muzambinho                    ;70,49                      ;23,03
1991;31                            ;Minas Gerais                ;314420             ;Nacip Raydan                  ;64,14                      ;41,20
1991;31                            ;Minas Gerais                ;314430             ;Nanuque                       ;66,5                       ;33,77
1991;31                            ;Minas Gerais                ;314435             ;Naque                         ;62,24                      ;47,76
1991;31                            ;Minas Gerais                ;314437             ;Natal�ndia                    ;66,83                      ;35,54
1991;31                            ;Minas Gerais                ;314440             ;Nat�rcia                      ;69,59                      ;25,26
1991;31                            ;Minas Gerais                ;314450             ;Nazareno                      ;64,56                      ;39,80
1991;31                            ;Minas Gerais                ;314460             ;Nepomuceno                    ;66,28                      ;34,44
1991;31                            ;Minas Gerais                ;314465             ;Ninheira                      ;63,89                      ;42,00
1991;31                            ;Minas Gerais                ;314467             ;Nova Bel�m                    ;59,5                       ;58,28
1991;31                            ;Minas Gerais                ;314470             ;Nova Era                      ;67,11                      ;31,98
1991;31                            ;Minas Gerais                ;314480             ;Nova Lima                     ;67,41                      ;31,13
1991;31                            ;Minas Gerais                ;314490             ;Nova M�dica                   ;63,14                      ;44,56
1991;31                            ;Minas Gerais                ;314500             ;Nova Ponte                    ;67,73                      ;30,23
1991;31                            ;Minas Gerais                ;314505             ;Nova Porteirinha              ;65,23                      ;37,65
1991;31                            ;Minas Gerais                ;314510             ;Nova Resende                  ;64,26                      ;40,79
1991;31                            ;Minas Gerais                ;314520             ;Nova Serrana                  ;70,87                      ;22,12
1991;31                            ;Minas Gerais                ;314530             ;Novo Cruzeiro                 ;61,95                      ;49,72
1991;31                            ;Minas Gerais                ;314535             ;Novo Oriente de Minas         ;58,59                      ;62,10
1991;31                            ;Minas Gerais                ;314537             ;Novorizonte                   ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;314540             ;Olaria                        ;64,87                      ;38,81
1991;31                            ;Minas Gerais                ;314545             ;Olhos-d'�gua                  ;65,44                      ;37,00
1991;31                            ;Minas Gerais                ;314550             ;Ol�mpio Noronha               ;66,69                      ;33,21
1991;31                            ;Minas Gerais                ;314560             ;Oliveira                      ;68,92                      ;27,00
1991;31                            ;Minas Gerais                ;314570             ;Oliveira Fortes               ;66,32                      ;34,30
1991;31                            ;Minas Gerais                ;314580             ;On�a de Pitangui              ;68,02                      ;33,96
1991;31                            ;Minas Gerais                ;314585             ;Orat�rios                     ;64,42                      ;40,27
1991;31                            ;Minas Gerais                ;314587             ;Oriz�nia                      ;62,67                      ;48,87
1991;31                            ;Minas Gerais                ;314590             ;Ouro Branco                   ;67,53                      ;30,80
1991;31                            ;Minas Gerais                ;314600             ;Ouro Fino                     ;69,93                      ;24,42
1991;31                            ;Minas Gerais                ;314610             ;Ouro Preto                    ;66,26                      ;34,50
1991;31                            ;Minas Gerais                ;314620             ;Ouro Verde de Minas           ;61,36                      ;51,02
1991;31                            ;Minas Gerais                ;314625             ;Padre Carvalho                ;65,46                      ;36,92
1991;31                            ;Minas Gerais                ;314630             ;Padre Para�so                 ;63,67                      ;42,76
1991;31                            ;Minas Gerais                ;314640             ;Paineiras                     ;68,04                      ;29,37
1991;31                            ;Minas Gerais                ;314650             ;Pains                         ;68,59                      ;27,89
1991;31                            ;Minas Gerais                ;314655             ;Pai Pedro                     ;59,67                      ;57,60
1991;31                            ;Minas Gerais                ;314660             ;Paiva                         ;66,69                      ;34,15
1991;31                            ;Minas Gerais                ;314670             ;Palma                         ;67,11                      ;31,98
1991;31                            ;Minas Gerais                ;314675             ;Palm�polis                    ;61,36                      ;51,02
1991;31                            ;Minas Gerais                ;314690             ;Papagaios                     ;65,54                      ;36,67
1991;31                            ;Minas Gerais                ;314700             ;Paracatu                      ;66,13                      ;34,87
1991;31                            ;Minas Gerais                ;314710             ;Par� de Minas                 ;69,4                       ;25,75
1991;31                            ;Minas Gerais                ;314720             ;Paragua�u                     ;68,28                      ;30,67
1991;31                            ;Minas Gerais                ;314730             ;Parais�polis                  ;69,63                      ;25,17
1991;31                            ;Minas Gerais                ;314740             ;Paraopeba                     ;66,3                       ;34,36
1991;31                            ;Minas Gerais                ;314750             ;Passab�m                      ;65,54                      ;36,67
1991;31                            ;Minas Gerais                ;314760             ;Passa Quatro                  ;67,38                      ;31,23
1991;31                            ;Minas Gerais                ;314770             ;Passa Tempo                   ;68,26                      ;28,78
1991;31                            ;Minas Gerais                ;314780             ;Passa-Vinte                   ;67,59                      ;30,63
1991;31                            ;Minas Gerais                ;314790             ;Passos                        ;67,68                      ;30,38
1991;31                            ;Minas Gerais                ;314795             ;Patis                         ;60,1                       ;55,86
1991;31                            ;Minas Gerais                ;314800             ;Patos de Minas                ;68                         ;29,50
1991;31                            ;Minas Gerais                ;314810             ;Patroc�nio                    ;68,67                      ;27,69
1991;31                            ;Minas Gerais                ;314820             ;Patroc�nio do Muria�          ;66,83                      ;32,81
1991;31                            ;Minas Gerais                ;314830             ;Paula C�ndido                 ;64,42                      ;40,25
1991;31                            ;Minas Gerais                ;314840             ;Paulistas                     ;66,56                      ;33,60
1991;31                            ;Minas Gerais                ;314850             ;Pav�o                         ;65,93                      ;35,50
1991;31                            ;Minas Gerais                ;314860             ;Pe�anha                       ;61,26                      ;51,39
1991;31                            ;Minas Gerais                ;314870             ;Pedra Azul                    ;62,48                      ;46,90
1991;31                            ;Minas Gerais                ;314875             ;Pedra Bonita                  ;65,67                      ;36,29
1991;31                            ;Minas Gerais                ;314880             ;Pedra do Anta                 ;62,06                      ;48,43
1991;31                            ;Minas Gerais                ;314890             ;Pedra do Indai�               ;68,59                      ;27,89
1991;31                            ;Minas Gerais                ;314900             ;Pedra Dourada                 ;65,7                       ;36,18
1991;31                            ;Minas Gerais                ;314910             ;Pedralva                      ;66,85                      ;32,74
1991;31                            ;Minas Gerais                ;314915             ;Pedras de Maria da Cruz       ;63,73                      ;45,06
1991;31                            ;Minas Gerais                ;314920             ;Pedrin�polis                  ;69,63                      ;25,18
1991;31                            ;Minas Gerais                ;314930             ;Pedro Leopoldo                ;70,49                      ;23,03
1991;31                            ;Minas Gerais                ;314940             ;Pedro Teixeira                ;62,6                       ;46,46
1991;31                            ;Minas Gerais                ;314950             ;Pequeri                       ;65,67                      ;36,29
1991;31                            ;Minas Gerais                ;314960             ;Pequi                         ;67,62                      ;30,55
1991;31                            ;Minas Gerais                ;314970             ;Perdig�o                      ;68,85                      ;27,20
1991;31                            ;Minas Gerais                ;314980             ;Perdizes                      ;70,07                      ;24,08
1991;31                            ;Minas Gerais                ;314990             ;Perd�es                       ;68,85                      ;27,20
1991;31                            ;Minas Gerais                ;314995             ;Periquito                     ;64,22                      ;40,92
1991;31                            ;Minas Gerais                ;315000             ;Pescador                      ;63,14                      ;44,56
1991;31                            ;Minas Gerais                ;315010             ;Piau                          ;68,05                      ;29,36
1991;31                            ;Minas Gerais                ;315015             ;Piedade de Caratinga          ;64,13                      ;41,22
1991;31                            ;Minas Gerais                ;315020             ;Piedade de Ponte Nova         ;63,15                      ;44,53
1991;31                            ;Minas Gerais                ;315030             ;Piedade do Rio Grande         ;64,39                      ;40,36
1991;31                            ;Minas Gerais                ;315040             ;Piedade dos Gerais            ;65,38                      ;37,19
1991;31                            ;Minas Gerais                ;315050             ;Pimenta                       ;68,59                      ;27,89
1991;31                            ;Minas Gerais                ;315053             ;Pingo-d'�gua                  ;66,68                      ;34,02
1991;31                            ;Minas Gerais                ;315057             ;Pint�polis                    ;61,69                      ;49,78
1991;31                            ;Minas Gerais                ;315060             ;Piracema                      ;65,79                      ;35,91
1991;31                            ;Minas Gerais                ;315070             ;Pirajuba                      ;70,21                      ;23,72
1991;31                            ;Minas Gerais                ;315080             ;Piranga                       ;65,76                      ;39,99
1991;31                            ;Minas Gerais                ;315090             ;Pirangu�u                     ;66,42                      ;34,00
1991;31                            ;Minas Gerais                ;315100             ;Piranguinho                   ;66,42                      ;34,00
1991;31                            ;Minas Gerais                ;315110             ;Pirapetinga                   ;67,37                      ;31,26
1991;31                            ;Minas Gerais                ;315120             ;Pirapora                      ;66,67                      ;33,27
1991;31                            ;Minas Gerais                ;315130             ;Pira�ba                       ;67,88                      ;29,82
1991;31                            ;Minas Gerais                ;315140             ;Pitangui                      ;69,4                       ;25,75
1991;31                            ;Minas Gerais                ;315150             ;Piumhi                        ;68,13                      ;29,12
1991;31                            ;Minas Gerais                ;315160             ;Planura                       ;69,16                      ;26,38
1991;31                            ;Minas Gerais                ;315170             ;Po�o Fundo                    ;67,52                      ;30,83
1991;31                            ;Minas Gerais                ;315180             ;Po�os de Caldas               ;71,48                      ;20,70
1991;31                            ;Minas Gerais                ;315190             ;Pocrane                       ;66,87                      ;32,68
1991;31                            ;Minas Gerais                ;315200             ;Pomp�u                        ;67,68                      ;30,37
1991;31                            ;Minas Gerais                ;315210             ;Ponte Nova                    ;65,47                      ;36,91
1991;31                            ;Minas Gerais                ;315213             ;Ponto Chique                  ;63,18                      ;44,44
1991;31                            ;Minas Gerais                ;315217             ;Ponto dos Volantes            ;61,95                      ;49,72
1991;31                            ;Minas Gerais                ;315220             ;Porteirinha                   ;60,58                      ;59,93
1991;31                            ;Minas Gerais                ;315230             ;Porto Firme                   ;66,86                      ;32,72
1991;31                            ;Minas Gerais                ;315240             ;Pot�                          ;61,36                      ;51,02
1991;31                            ;Minas Gerais                ;315250             ;Pouso Alegre                  ;70,99                      ;21,84
1991;31                            ;Minas Gerais                ;315260             ;Pouso Alto                    ;68,14                      ;29,10
1991;31                            ;Minas Gerais                ;315270             ;Prados                        ;67,9                       ;29,76
1991;31                            ;Minas Gerais                ;315280             ;Prata                         ;65,52                      ;36,74
1991;31                            ;Minas Gerais                ;315290             ;Prat�polis                    ;69,06                      ;26,65
1991;31                            ;Minas Gerais                ;315300             ;Pratinha                      ;68,63                      ;27,78
1991;31                            ;Minas Gerais                ;315310             ;Presidente Bernardes          ;64,78                      ;39,09
1991;31                            ;Minas Gerais                ;315320             ;Presidente Juscelino          ;62,08                      ;48,33
